PCMTVAXPreQual
=========================================

Generic: line 0, col 0, Error - Supressed messages file not found (NOTFOUND)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/RotavirusliveattenuatedProductaba1269c8eed435e58d27f99062aab7f.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/RotavirusliveattenuatedProductbab8551131e5a5ecce02dcb55bce1647.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/RotavirusliveattenuatedProductc988bcb87cb2a881e4e0193a1794c184.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/RubellaProduct0bb48b4861045ee347f5539609d92bbd.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/RubellaProduct5256bec4bd8bae0e45743e9d569db466.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/RubellaProduct92d62b88e7a6bda1cdffd774c099112d.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/RubellaProductb58ecc88973c368d2929674f7588dcaf.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/SmallpoxandMpoxvaccineLiProduct1b03f110ef15d36c9664465098d3adec.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/TetanusToxoidProduct0cb7838cdb9015a56943ac3256e7c9e0.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/TetanusToxoidProduct1071c914359919dd58d72663a018511b.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/TetanusToxoidProduct28645bb5f0babbccee86ce69b98ec9d6.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/TetanusToxoidProduct3d3b58060f5dc09709e826ea5b7f635d.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/TetanusToxoidProduct5d2f3b492c9af0f21b268c22a11400c0.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/TetanusToxoidProduct74a886b0b82debce2c05ff10507db46e.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/TetanusToxoidProduct918ff9b5bd4b52ff9f2adf81368501a5.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/TetanusToxoidProductd0dc36feabc50a33cc8f2f89d2342919.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/TetanusToxoidProductda7044cc9c5d3a1c5e4cb5c88ee081f0.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/TetanusToxoidProductf8b5e42854cc1ae2255649171e9a8e5c.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/TetanusToxoidProductf9fde2170e347e77162f463b9c3a2753.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/TyphoidConjugateProduct14f33effe6b84f89d3c5d07663cce92b.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/TyphoidConjugateProduct1bd8cf70f560d4ac1a937963c2fd44ba.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/TyphoidConjugateProduct2ae65ee169c9a71896965301d90f4ee2.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/TyphoidConjugateProduct888fc7936a47fcc7c2f59c465bb8e7ed.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/TyphoidConjugateProductaa2deeb320b1ef154bbde64ba6ce78fe.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/TyphoidConjugateProductc8a79556c41225d558dae1807a41b38f.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/VaricellaProduct0997806769699913a3f450d32a1932b4.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/VaricellaProduct640db8992fe6d85bb1aed3872583dd5c.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/VaricellaProduct68d1e94dee14002a478bb763192fd4c8.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/VaricellaProduct8133c14443b0a3b1b10b846723961fee.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/YellowFeverProduct01a3b83cf13e87948437db11cf5c34eb.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/YellowFeverProduct223330a7c15da86b21cc363f591de002.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/YellowFeverProduct5f0639d8e4d52afef089aa7148c5060c.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/YellowFeverProduct771d1a5c0acaee3e2dc9d56af1aba49d.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/YellowFeverProductab01f006f8b24113f4a28cb50bfe6d9d.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/YellowFeverProductd2c75a15ed309658b3968519ddb31690.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/YellowFeverProductd8a09f80301dc05e124f99ffe7711fc0.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/YellowFeverProducte0534dbc71a6cc09f56dce25216c538c.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/YellowFeverProducte929626497bdbb71adbe925f0c09c79f.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/YellowFeverProductf82b015dfb3b1feeacd4c44d95b3b3ec.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/YellowFeverProductffea8448252ee58b7a92add05f0c3431.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/cholerainactivatedoralProduct242d7b0c599da706838dbbdaa4d78d9b.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/cholerainactivatedoralProduct9e735ce376b3d71987e9c2054ba0590a.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/cholerainactivatedoralProductbcc643f5ed406d46ed23bf1e0ff46cd1.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/cholerainactivatedoralProductd628c6599248f979f6fdf6145e8606b0.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Binary/cholerainactivatedoralProductf1c03e02b729d1b9da196f4dbfe675f1.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - The HTML fragment 'ip-statements.xhtml' is not included anywhere in the produced implementation guide (NOTFOUND)
Generic: line 0, col 0, Warning - An HTML fragment from the set [cross-version-analysis.xhtml, cross-version-analysis-inline.xhtml] is not included anywhere in the produced implementation guide (NOTFOUND)
Generic: line 0, col 0, Warning - An HTML fragment from the set [dependency-table.xhtml, dependency-table-short.xhtml, dependency-table-nontech.xhtml] is not included anywhere in the produced implementation guide (NOTFOUND)
Generic: line 0, col 0, Warning - The HTML fragment 'globals-table.xhtml' is not included anywhere in the produced implementation guide (NOTFOUND)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/CodeSystem-PreQualPresentation.json: line 0, col 0, Info - CodeSystems SHOULD have a stated value for the caseSensitive element so that users know the status and meaning of the code system clearly (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/CodeSystem-PreQualPresentation.json: line 1, col 3014, Warning - Published code systems SHOULD conform to the ShareableCodeSystem profile, which says that the element CodeSystem.experimental is mandatory, but it is not present (REQUIRED)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/CodeSystem-PreQualPresentation.json: line 1, col 3014, Warning - Published code systems SHOULD conform to the ShareableCodeSystem profile, which says that the element CodeSystem.caseSensitive is mandatory, but it is not present (REQUIRED)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/CodeSystem-PreQualVaccineType.json: line 0, col 0, Info - CodeSystems SHOULD have a stated value for the caseSensitive element so that users know the status and meaning of the code system clearly (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/CodeSystem-PreQualVaccineType.json: line 1, col 16920, Warning - Published code systems SHOULD conform to the ShareableCodeSystem profile, which says that the element CodeSystem.experimental is mandatory, but it is not present (REQUIRED)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/CodeSystem-PreQualVaccineType.json: line 1, col 16920, Warning - Published code systems SHOULD conform to the ShareableCodeSystem profile, which says that the element CodeSystem.caseSensitive is mandatory, but it is not present (REQUIRED)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/ImplementationGuide-smart.who.int.pcmt-vaxprequal.json: line 1, col 170, Warning - A definition could not be found for Canonical URL 'http://smart.who.int/smart-base/ImplementationGuide-SGImplementationGuide' (INVALID)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/ImplementationGuide-smart.who.int.pcmt-vaxprequal.json: line 1, col 371211, Warning - value should not start or finish with whitespace 'WHO PreQualificaiton Presentation ' (INVALID)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/ImplementationGuide-smart.who.int.pcmt-vaxprequal.json: line 1, col 372734, Warning - value should not start or finish with whitespace 'WHO PreQualificaiton VaccineType ' (INVALID)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/ImplementationGuide-smart.who.int.pcmt-vaxprequal.json: line 1, col 2463, Warning - The ImplementationGuide uses package smart.who.int.base#0.1.0 released on 2024-09-20, but the most recent appropriate version is 0.2.0. This reference is getting old and the more recent version should be considered (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/ImplementationGuide-smart.who.int.pcmt-vaxprequal.json: line 1, col 386463, Warning - Profile reference 'http://smart.who.int/smart-base/ImplementationGuide-SGImplementationGuide' has not been checked because it could not be found, and the validator is set to not fetch unknown profiles (STRUCTURE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturer00bfdffd8d8dbe60aabda0191bb814ec.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturer04d9a670e03eceddfeaf6cf84699e754.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturer0a715f820926b2464f7113168d4f247c.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturer0ac2fc7e2f3857eea1bd0d6fe3e1e432.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturer0d032e80ab9a533ed8120bd60488bb9d.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturer0f92a4144844f2cd6ed7fe33dc8d7b1c.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturer12d56c4b3ef5d1e2309e872e111b62f5.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturer1de7214fcf73be7aeabd3d60abbd51bf.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturer214b31a3bf30c1816fab7b3f39ca25c9.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturer23f34f1a92ebdeb8c55ddd34c31ad564.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturer2633085cce399745d9a840a0e7459e1a.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturer2e05c0b54d85a829edc3312f6eda9232.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturer323393ea6ca912a5ae580eddb032cd99.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturer35b3de1add41b53c8e37ce338f2ba545.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturer3ad507e03b3c8420f83f895f7122255f.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturer41f97525c1b4c5c2ec18ee0e4e641a04.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturer42565af3e1da9c8e2b48128dd0b2b292.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturer44bef811989f0f1c17f76defa1978713.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturer45d45e667e2afae89b226dcbff654854.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturer49ba2034b576b9b30559303e880f9bc7.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturer4ce2190fca5ae4fbb2ce66bf52affe15.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturer54a4cbdf74f251158fb034e8f5e1ff5b.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturer55274c2798a58a47931eded531726f10.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturer56d509b36258f1c3e037132496afb0cb.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturer5dc54242e07048dc1f0433b45d61957c.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturer63659ae1ce5592ff2ebd6cd35241e1f4.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturer71815e49a163acdd61581f32aa32c1b8.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturer764b91fadf395103d4ce901372cc0882.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturer7e1075439f93207b76e283af4e5a96d5.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturer809ba2c9dd16700daf4b638fb948b814.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturer82c7442fbfbfbbeb896a735055627e6d.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturer83c80215b20b5251e1c62eac65c9e90a.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturer862ceefb75480e8caff5b111610aceb0.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturer888ff5801a2f43bd6f2123419e61cb87.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
