"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"Product","Product.attribute.type","Product.attribute.type","","","",1,1,"","","","CodeableConcept {[]} {[]}
","The attribute type (e.g. a physcial dimension)","The attribute type (e.g. a physcial dimension)","","","","","","","","","",,"extensible","","http://smart.who.int/pcmt/ValueSet/AttributeType","",,,,"Product.attribute.type",1,1,"",""
"Product","Product.attribute.value[x]","Product.attribute.value[x]","","","",1,1,"","","","string {[]} {[]}
integer {[]} {[]}decimal {[]} {[]}boolean {[]} {[]}url {[]} {[]}dateTime {[]} {[]}Range {[]} {[]}Ratio {[]} {[]}Annotation {[]} {[]}Address {[]} {[]}Duration {[]} {[]}CodeableConcept {[]} {[]}","The value of the attribute","The value of the attribute","","","","","","","","","",,,,,"",,,,"Product.attribute.value[x]",1,1,"",""
"Product","Product.associatedProduct","Product.associatedProduct","","","",0,*,"","","","BackboneElement {[]} {[]}
","Association(s) between a product and referenced products. Such relationships could be for packaging, representing duplicates/semantic equivalencies between Products, etc","Association(s) between a product and referenced products. Such relationships could be for packaging, representing duplicates/semantic equivalencies between Products, etc","","","","","","","","","",,,,,"",,,,"Product.associatedProduct",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Product","Product.associatedProduct.id","Product.associatedProduct.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"Product","Product.associatedProduct.extension","Product.associatedProduct.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Product","Product.associatedProduct.modifierExtension","Product.associatedProduct.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Product","Product.associatedProduct.product","Product.associatedProduct.product","","","",1,1,"","","","Reference {[]} {[CanonicalType[http://smart.who.int/pcmt/StructureDefinition/Product]]}
","The generic product characteristics","The generic product characteristics","","","","","","","","","",,,,,"",,,,"Product.associatedProduct.product",1,1,"",""
"Product","Product.associatedProduct.relationship","Product.associatedProduct.relationship","","","",1,*,"","","","Coding {[]} {[]}
","Relationship","The relationship of the the product to the refereneced product","","","","","","","","","",,"extensible","","http://smart.who.int/pcmt/ValueSet/ProductRelationship","",,,,"Product.associatedProduct.relationship",1,*,"",""
"Product","Product.associatedProduct.quantity","Product.associatedProduct.quantity","","","",1,1,"","","","Quantity {[]} {[]}
","how many units of use of the generic product are in the product","how many units of use of the generic product are in the product","","","","","","","","","",,,,,"",,,,"Product.associatedProduct.quantity",1,1,"",""
"ProductAuthorization","ProductAuthorization","ProductAuthorization","","","",0,*,"","","","null {[]} {[]}
","Product Authorization","A record of authorization or compliance for one or more Products with a set of regulatory, policy, (pre-)qualification, or legal requirements.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"ProductAuthorization","ProductAuthorization.number","ProductAuthorization.number","","","",0,1,"","","","Identifier {[]} {[]}
","The identifier of the authorisation for the Products","The identifier of the authorisation for the Products","","","","","","","","","",,,,,"",,,,"ProductAuthorization.number",0,1,"",""
"ProductAuthorization","ProductAuthorization.status","ProductAuthorization.status","","","",1,1,"","","","code {[]} {[]}
","Product status","The status of the authoriation e.g. 'active' 'inactive'","","","","","","","","","",,"extensible","","http://smart.who.int/pcmt/ValueSet/Status","",,,,"ProductAuthorization.status",1,1,"",""
"ProductAuthorization","ProductAuthorization.type","ProductAuthorization.type","","","",1,1,"","","","code {[]} {[]}
","Regulation type","The type of authorization (e.g. pre-qualification)","","","","","","","","","",,"extensible","","http://smart.who.int/pcmt/ValueSet/RegulationType","",,,,"ProductAuthorization.type",1,1,"",""
"ProductAuthorization","ProductAuthorization.jurisdiction","ProductAuthorization.jurisdiction","","","",1,*,"","","","CodeableConcept {[]} {[]}
","The jurisidiction(s) (e.g. country, economic commuinity or region) where the authorisation is issued","The jurisidiction(s) (e.g. country, economic commuinity or region) where the authorisation is issued","","","","","","","","","",,,,,"",,,,"ProductAuthorization.jurisdiction",1,*,"",""
"ProductAuthorization","ProductAuthorization.holder","ProductAuthorization.holder","","","",1,1,"","","","Reference {[]} {[CanonicalType[https://profiles.ihe.net/ITI/mCSD/StructureDefinition/IHE.mCSD.Organization]]}
","The organisation responsible for the product i.e. the grantee of the authorisation","The organisation responsible for the product i.e. the grantee of the authorisation","","","","","","","","","",,,,,"",,,,"ProductAuthorization.holder",1,1,"",""
"ProductAuthorization","ProductAuthorization.product","ProductAuthorization.product","","","",1,*,"","","","Reference {[]} {[CanonicalType[http://smart.who.int/pcmt/StructureDefinition/Product]]}
","Products that are covered under this authorization","Products that are covered under this authorization","","","","","","","","","",,,,,"",,,,"ProductAuthorization.product",1,*,"",""
"ProductAuthorization","ProductAuthorization.validityPeriod","ProductAuthorization.validityPeriod","","","",0,1,"","","","Period {[]} {[]}
","Validity Period of this authorization","Validity Period of this authorization","","","","","","","","","",,,,,"",,,,"ProductAuthorization.validityPeriod",0,1,"",""
"ProductID","Extension","Extension","","","",0,*,"","","","null {[]} {[]}
","Extension","The business identifier of a  product in a product catalogue.

In FHIR R6, this could also be a reference to an InventoryItem","","","","","","","","","",,,,,"",,,,"Extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ProductID","Extension.id","Extension.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"ProductID","Extension.extension","Extension.extension","","","",0,0,"","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ProductID","Extension.url","Extension.url","","","",1,1,"","","","uri {[]} {[]}
","identifies the meaning of the extension","Source of the definition for the extension code - a logical name or a URL.","The definition may point directly to a computable or human-readable definition of the extensibility codes, or it may be a logical URI as declared in some other specification. The definition SHALL be a URI for the Structure Definition defining the extension.","","","","<valueUri xmlns=""http://hl7.org/fhir"" value=""http://smart.who.int/pcmt/StructureDefinition/ProductID""/>","","","","",,,,,"",,,,"Extension.url",1,1,"",""
"ProductID","Extension.value[x]","Extension.value[x]","","","",0,1,"","","","Coding {[]} {[]}
Reference {[]} {[CanonicalType[http://smart.who.int/pcmt/StructureDefinition/MedicationCatalogItem]]}","Value of extension","Value of extension - must be one of a constrained set of the data types (see [Extensibility](http://hl7.org/fhir/R4/extensibility.html) for a list).","","","","","","","","","",,,,,"",,,,"Extension.value[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
